2025-09-21 15:30:22,896,INFO,src.etl.etl_run,"Starting ETL: reading input /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/*.parquet"
2025-09-21 15:30:22,896,INFO,src.data_io.reader,"Reading parquet /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/home_assignment_raw_data.parquet"
2025-09-21 15:30:22,912,INFO,src.data_io.reader,"Total rows read: 365"
2025-09-21 15:30:23,040,INFO,src.data_io.reader,"Expanded into 8760 hourly rows"
2025-09-21 15:30:23,064,INFO,src.etl.etl_run,"Wrote hourly raw csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_hourly_raw.csv"
2025-09-21 15:39:22,976,INFO,src.etl.etl_run,"Starting ETL: reading input /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/*.parquet"
2025-09-21 15:39:22,977,INFO,src.data_io.reader,"Reading parquet /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/home_assignment_raw_data.parquet"
2025-09-21 15:39:22,991,INFO,src.data_io.reader,"Total rows read: 365"
2025-09-21 15:39:23,119,INFO,src.data_io.reader,"Expanded into 8760 hourly rows"
2025-09-21 15:39:23,143,INFO,src.etl.etl_run,"Wrote hourly raw csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_hourly_raw.csv"
2025-09-21 15:39:23,259,INFO,src.etl.etl_run,"Wrote hourly features csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_hourly_features.csv"
2025-09-21 15:39:23,264,INFO,src.utils.db_utils,"Saving 8760 rows to table meter_hourly in /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/etl_db.sqlite"
2025-09-21 15:39:23,386,INFO,src.utils.db_utils,"Saved table meter_hourly"
2025-09-21 15:41:06,746,INFO,src.etl.etl_run,"Starting ETL: reading input /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/*.parquet"
2025-09-21 15:41:06,746,INFO,src.data_io.reader,"Reading parquet /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/home_assignment_raw_data.parquet"
2025-09-21 15:41:06,761,INFO,src.data_io.reader,"Total rows read: 365"
2025-09-21 15:41:06,891,INFO,src.data_io.reader,"Expanded into 8760 hourly rows"
2025-09-21 15:41:06,915,INFO,src.etl.etl_run,"Wrote hourly raw csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_hourly_raw.csv"
2025-09-21 15:41:07,032,INFO,src.etl.etl_run,"Wrote hourly features csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_hourly_features.csv"
2025-09-21 15:41:07,037,INFO,src.utils.db_utils,"Saving 8760 rows to table meter_hourly in /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/etl_db.sqlite"
2025-09-21 15:41:07,170,INFO,src.utils.db_utils,"Saved table meter_hourly"
2025-09-21 15:41:07,195,INFO,src.etl.etl_run,"Wrote daily csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_daily_agg.csv"
2025-09-21 15:41:07,196,INFO,src.utils.db_utils,"Saving 366 rows to table meter_daily in /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/etl_db.sqlite"
2025-09-21 15:41:07,210,INFO,src.utils.db_utils,"Saved table meter_daily"
2025-09-21 15:41:07,210,INFO,src.utils.db_utils,"Saving 366 rows to table meter_daily_rolling_7d in /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/etl_db.sqlite"
2025-09-21 15:41:07,225,INFO,src.utils.db_utils,"Saved table meter_daily_rolling_7d"
2025-09-21 15:41:07,231,INFO,src.etl.etl_run,"Wrote monthly csv: /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/outputs/meter_monthly_agg.csv"
2025-09-21 15:41:07,232,INFO,src.utils.db_utils,"Saving 13 rows to table meter_monthly in /home/mavikumbureh/Projects/Eliq/data-engineer-assignment--Harindra/data/etl_db.sqlite"
2025-09-21 15:41:07,238,INFO,src.utils.db_utils,"Saved table meter_monthly"
